"rules","support","confidence","coverage","lift","count"
"{Bobbi Brown Skin Foundation Stick 9 gr. - Sand} => {Bobbi Brown Full Coverage Face Brush}",1.4415037767399e-05,1,1.4415037767399e-05,46248,2
"{Bobbi Brown Skin Foundation Stick 9 gr. - Sand} => {Bobbi Brown Long-Wear Brow Pencil 0,33 gr. - Blonde}",1.4415037767399e-05,1,1.4415037767399e-05,46248,2
"{GOSH Shampoo Coconut Oil 450 ml} => {GOSH Moisturizing Hair Oil Coconut Oil 50 ml}",1.4415037767399e-05,1,1.4415037767399e-05,11562,2
"{L'Oréal Pro Scalp Advanced Anti-Discomfort Treatment 200 ml} => {L'Oréal Pro Scalp Advanced Anti-Dandruff Shampoo 300 ml}",1.4415037767399e-05,1,1.4415037767399e-05,12613.0909090909,2
"{Joico Defy Damage Protective Masque 150 ml} => {Joico Defy Damage Protective Conditioner 250 ml}",1.4415037767399e-05,1,1.4415037767399e-05,19820.5714285714,2
"{Joico Defy Damage Protective Masque 150 ml} => {Joico Defy Damage Protective Shampoo 300 ml }",1.4415037767399e-05,1,1.4415037767399e-05,10672.6153846154,2
"{Minetan Caramel Classic 200 ml} => {Minetan Ultra Hydrating Rose Facial Mist 100 ml}",1.4415037767399e-05,1,1.4415037767399e-05,633.534246575342,2
"{Nuxe Nuxuriance Fluid Creme 50 ml} => {Narciso Rodriguez For Her Deodorant Spray 100 ml}",1.4415037767399e-05,1,1.4415037767399e-05,46248,2
"{By Stær EA Hairtie - Striped Pastel Purple/ Powder} => {By Stær LEA Hairtie - Stripe Black/Beige}",1.4415037767399e-05,1,1.4415037767399e-05,10672.6153846154,2
"{Raz Skincare Shampoo Triple Effect 300 ml} => {Raz Skincare Conditioner Triple Effect 300 ml}",2.16225566510984e-05,1,2.16225566510984e-05,46248,3
"{Raz Skincare Conditioner Triple Effect 300 ml} => {Raz Skincare Shampoo Triple Effect 300 ml}",2.16225566510984e-05,1,2.16225566510984e-05,46248,3
"{Innersense Clarity Hairbath 59 ml} => {Innersense Clarity Conditioner 59 ml}",1.4415037767399e-05,1,1.4415037767399e-05,27748.8,2
"{Flawless Nu Razor Replacement Head 1 Piece} => {Flawless Nu Razor Hair Remover - Rechargeable}",1.4415037767399e-05,1,1.4415037767399e-05,23124,2
"{Weleda Iris Balancing Day Cream 30 ml} => {Weleda Skin Food Light 75 ml}",1.4415037767399e-05,1,1.4415037767399e-05,1671.61445783133,2
"{John Masters Conditioner With Rosemary & Peppermint 473 ml} => {John Masters Shampoo With Lavender & Rosemary 473 ml}",1.4415037767399e-05,1,1.4415037767399e-05,19820.5714285714,2
"{Moss & Noor After Workout Shower Gel 3 Pack - Fresh Grapefruit} => {Moss & Noor After Workout Deodorant 3 Pack - Fresh Grapefruit}",1.4415037767399e-05,1,1.4415037767399e-05,12613.0909090909,2
"{amika: Mirrorball Conditioner 500 ml} => {amika: Mirrorball Shampoo 500 ml}",1.4415037767399e-05,1,1.4415037767399e-05,69372,2
"{amika: Mirrorball Shampoo 500 ml} => {amika: Mirrorball Conditioner 500 ml}",1.4415037767399e-05,1,1.4415037767399e-05,69372,2
"{GOSH Lumi Lips Lipgloss 6 ml - 005 Toy} => {GOSH Lumi Lips Lipgloss 6 ml - 006 GAL}",1.4415037767399e-05,1,1.4415037767399e-05,34686,2
"{Jorgobé AHA Glycolic Peeling Gel 65 ml} => {Jorgobé AHA Glycolic Peeling Gel 65 ml (GWP)}",1.4415037767399e-05,1,1.4415037767399e-05,4335.75,2
"{GOSH Shampoo Argan Oil 230 ml} => {GOSH Shampoo Vitamin Booster 230 ml}",1.4415037767399e-05,1,1.4415037767399e-05,34686,2
"{Smashbox Halo Healthy Glow All-In-One Tinted Moisturizer SPF 25 - 40 ml -  Medium} => {ESEA Protective Hair Booster 30 ml }",1.4415037767399e-05,1,1.4415037767399e-05,19.9402127048002,2
"{Wella Invigo Blonde Recharge Color Refreshing Conditioner 200 ml - Cool} => {Wella Invigo Blonde Recharge Color Refresh Shampoo Cold Blonde 300 ml}",1.4415037767399e-05,1,1.4415037767399e-05,34686,2
"{Tangent GC Hand Soap Kiyomi 350 ml} => {Tangent GC Hand Soap Yuzu 350 ml}",1.4415037767399e-05,1,1.4415037767399e-05,34686,2
"{Weleda Calendula Baby Oil 200 ml} => {Weleda Calendula Face Cream 50 ml}",1.4415037767399e-05,1,1.4415037767399e-05,15416,2
"{Le Mini Macaron Gel Polish 8,5 ml - Chamomile} => {Le Mini Macaron Shine Topcoat 10 ml}",1.4415037767399e-05,1,1.4415037767399e-05,3226.60465116279,2
"{L'Occitane Shea Shower Oil 250 ml} => {ESEA Protective Hair Booster 30 ml }",1.4415037767399e-05,1,1.4415037767399e-05,19.9402127048002,2
"{Wella EIMI Natural Volume 300 ml} => {Wella Sp Color Save Shampoo 250 ml}",1.4415037767399e-05,1,1.4415037767399e-05,19820.5714285714,2
"{Benecos Natural Creamy Makeup 30 ml - Honey} => {Benecos Natural Creamy Makeup 30 ml - Caramel }",1.4415037767399e-05,1,1.4415037767399e-05,15416,2
"{Paul Mitchell Tea Tree Lavender Mint Moisture Milk 100 ml} => {Paul Mitchell Tea Tree Lavender Mint Overnight Moisture Therapy 100 ml}",1.4415037767399e-05,1,1.4415037767399e-05,12613.0909090909,2
"{Paul Mitchell Tea Tree Lavender Mint Moisture Milk 100 ml} => {Paul Mitchell Soft Style Dry Wash 300 ml }",1.4415037767399e-05,1,1.4415037767399e-05,7708,2
"{Matrix Color Obsessed Conditioner 300ml} => {Matrix Color Obsessed Shampoo 300 ml}",2.16225566510984e-05,1,2.16225566510984e-05,13874.4,3
"{Mario Badescu Facial Spray W/ Aloe, Cucumber & Green Tea 59 ml} => {Mario Badescu Facial Spray W/ Aloe, Cucumber & Green Tea 118 ml}",1.4415037767399e-05,1,1.4415037767399e-05,19820.5714285714,2
"{Maui Moisture Hibiscus Water Conditioner 385 ml} => {Maui Moisture Hibiscus Water Shampoo 385 ml}",1.4415037767399e-05,1,1.4415037767399e-05,46248,2
"{Milk_shake Integrity Muru Muru Butter 200 ml } => {Milk_shake Moisture Plus Conditioner 250 ml}",1.4415037767399e-05,1,1.4415037767399e-05,3384,2
"{Davines NaturalTech Calming Superactive 100 ml (U)} => {Davines NaturalTech Calming Shampoo 250 ml}",1.4415037767399e-05,1,1.4415037767399e-05,5549.76,2
"{MÁDARA Acne Sebum Control Clear Skin Wash 140 ml} => {MÁDARA Acne Hydra-Derm Balancing Fluid 40 ml}",1.4415037767399e-05,1,1.4415037767399e-05,46248,2
"{Jack N' Jill Baby Wash 300 ml} => {Kevin Murphy - Køb 3 Udvalgte Produkter Til -30%}",1.4415037767399e-05,1,1.4415037767399e-05,134.964980544747,2
"{HH Simonsen Volume Conditioner 250 ml} => {HH Simonsen Volume Shampoo 250 ml}",1.4415037767399e-05,1,1.4415037767399e-05,17343,2
"{Milk_shake Sensorial Mint Conditioner 300 ml} => {Milk_shake Color Maintainer Shampoo 300 ml}",1.4415037767399e-05,1,1.4415037767399e-05,17343,2
"{Zenz Therapy Harmonizing Conditioner Sea Buckthorn 300 ml} => {Zenz Therapy Harmonizing Shampoo Sea Buckthorn 300 ml}",1.4415037767399e-05,1,1.4415037767399e-05,17343,2
"{Pharmaceris T Sebo-Micellar Sebo-Regulating Micellar Solution 200 ml} => {Pharmaceris T Puri-Sebotonique Normalizing Face Toner 200 ml}",1.4415037767399e-05,1,1.4415037767399e-05,34686,2
"{Wella Sp Hydrate Shampoo 1000 ml} => {Wella Pump 1000 ml}",1.4415037767399e-05,1,1.4415037767399e-05,6032.34782608696,2
"{Maria Nila Luminous Colour Conditioner 100 ml} => {Maria Nila Luminous Colour Shampoo 100 ml}",1.4415037767399e-05,1,1.4415037767399e-05,23124,2
"{Beauté Pacifique Masculinity Double Action Facial Scrub 100 ml} => {Beauté Pacifique Masculinity Moisturizing Day Creme 100 ml}",1.4415037767399e-05,1,1.4415037767399e-05,15416,2
"{Gucci Guilty Pour Homme Shower Gel 150 ml} => {Jean Paul Gaultier Le Male Shower Gel 200 ml}",1.4415037767399e-05,1,1.4415037767399e-05,34686,2
"{Paul Mitchell Clean Beauty Repair Shampoo 250 ml} => {Paul Mitchell Clean Beauty Repair Conditioner 250 ml}",1.4415037767399e-05,1,1.4415037767399e-05,23124,2
"{Maria Nila Sheer Silver Conditioner 1000 ml} => {Maria Nila Sheer Silver Shampoo 1000 ml}",2.16225566510984e-05,1,2.16225566510984e-05,19820.5714285714,3
"{Dolce & Gabbana Devotion EDP 50 ml} => {Dolce & Gabbana Devotion Tote Bag (GWP)}",1.4415037767399e-05,1,1.4415037767399e-05,69372,2
"{Dolce & Gabbana Devotion Tote Bag (GWP)} => {Dolce & Gabbana Devotion EDP 50 ml}",1.4415037767399e-05,1,1.4415037767399e-05,69372,2
"{Comme Deux Discoskin Facemask 50 ml } => {Comme Deux Powernap Facemask 50 ml }",2.16225566510984e-05,1,2.16225566510984e-05,34686,3
"{Sandstone Lipglace 3,7 ml - Pinky Promise} => {IdHAIR Mé More Colourful Shampoo 250 ml }",1.4415037767399e-05,1,1.4415037767399e-05,34686,2
"{Sandstone Lipglace 3,7 ml - Pinky Promise} => {IdHAIR Elements Xclusive Beach Spray 125 ml}",1.4415037767399e-05,1,1.4415037767399e-05,1651.71428571429,2
"{Sebastian Dark Oil Lightweight Shampoo 1000 ml} => {Sebastian Dark Oil Lightweight Conditioner 1000 ml}",1.4415037767399e-05,1,1.4415037767399e-05,46248,2
"{Moroccanoil Body Soufflé 200 ml} => {Moroccanoil Luminous Hairspray 330 ml - Extra Strong}",1.4415037767399e-05,1,1.4415037767399e-05,1558.92134831461,2
"{Le Mini Macaron Gel Polish 8,5 ml - Ever Green} => {ESEA Protective Hair Booster 30 ml }",1.4415037767399e-05,1,1.4415037767399e-05,19.9402127048002,2
"{Fudge Grooming Putty 75 gr.} => {Lernberger Stafsing Hair Spray Strong Hold 300 ml }",1.4415037767399e-05,1,1.4415037767399e-05,1671.61445783133,2
"{Fudge Grooming Putty 75 gr.} => {Biotherm Deo Pure Invisible Invisible Roll-On 48H 75 ml}",1.4415037767399e-05,1,1.4415037767399e-05,300.963123644252,2
"{Shiseido Benefiance Wrinkle Smoothing Cream 50 ml } => {Shiseido Ultimune Power Infusing Concentrate 50 ml}",1.4415037767399e-05,1,1.4415037767399e-05,23124,2
"{Shiseido Benefiance Wrinkle Smoothing Cream 50 ml } => {TIGI Bed Head Small Talk 240 ml}",1.4415037767399e-05,1,1.4415037767399e-05,1692,2
"{Joico Hydra Splash Hydrating Gelèe Masque 150 ml} => {Joico Hydra Splash Hydrating Shampoo 300 ml}",1.4415037767399e-05,1,1.4415037767399e-05,11562,2
"{Jane Iredale Camouflage Brush } => {Jane Iredale Circle/Delete Concealer 2,8 gr. - Circle/Delete 2}",1.4415037767399e-05,1,1.4415037767399e-05,23124,2
"{Jane Iredale Camouflage Brush } => {Jane Iredale Flocked Sponge}",1.4415037767399e-05,1,1.4415037767399e-05,8161.41176470588,2
"{By Stær THIT Hairtie - Yellow} => {By Stær BRAIDED Hairtie Slim - Light Yellow Glitter}",1.4415037767399e-05,1,1.4415037767399e-05,69372,2
"{By Stær BRAIDED Hairtie Slim - Light Yellow Glitter} => {By Stær THIT Hairtie - Yellow}",1.4415037767399e-05,1,1.4415037767399e-05,69372,2
"{Urtekram Rise & Shine Ultimate Repair Conditioner Spicy Orange Blossom 180 ml} => {Urtekram Rise & Shine Ultimate Repair Shampoo Spicy Orange Blossom 500 ml}",2.88300755347979e-05,1,2.88300755347979e-05,15416,4
"{Milk_shake Integrity Nourishing Conditioner 1000 ml} => {Milk_shake Integrity Nourishing Shampoo 1000 ml}",1.4415037767399e-05,1,1.4415037767399e-05,27748.8,2
"{b.tan Beach Please… SPF7 Tanning Oil Spray 236 ml} => {b.tan Tropic Like It's Hot SPF15 Tanning Oil Spray 236 ml}",1.4415037767399e-05,1,1.4415037767399e-05,12613.0909090909,2
"{Elizabeth Arden Advanced Ceramide Vitamin-C Capsules 30 Pieces} => {Elizabeth Arden Ceramide Pill Box (GWP)}",1.4415037767399e-05,1,1.4415037767399e-05,11562,2
"{Paul Mitchell Tea Tree Special Hand Soap 300 ml} => {Neccin Shampoo Dandruff Treatment Nr. 1 - 250 ml}",1.4415037767399e-05,1,1.4415037767399e-05,92.0053050397878,2
"{Maui Moisture Coconut Oil Conditioner 385 ml} => {Maui Moisture Coconut Oil Shampoo 385 ml}",1.4415037767399e-05,1,1.4415037767399e-05,23124,2
"{The Fox Tan Sun Tan Sealer 220 ml} => {The Fox Tan Rapid Tanning Mist 120 ml}",1.4415037767399e-05,1,1.4415037767399e-05,27748.8,2
"{Milk_shake Color Care Color Maintainer Conditioner 1000 ml } => {Milk_shake Color Care Color Maintainer Shampoo 1000 ml }",2.88300755347979e-05,1,2.88300755347979e-05,27748.8,4
"{Milk_shake Color Care Color Maintainer Shampoo 1000 ml } => {Milk_shake Color Care Color Maintainer Conditioner 1000 ml }",2.88300755347979e-05,0.8,3.60375944184974e-05,27748.8,4
"{Paul Mitchell Clean Beauty Repair Conditioner 1000 ml} => {Paul Mitchell Clean Beauty Repair Shampoo 1000 ml}",1.4415037767399e-05,1,1.4415037767399e-05,27748.8,2
"{NYX Prof. Makeup Face & Body Glitter Brillants 2,5 gr. - Silver} => {NYX Prof. Makeup Glitter Primer 10 ml}",1.4415037767399e-05,1,1.4415037767399e-05,23124,2
"{L'Oréal Paris Elvital Bond Repair Pre-Shampoo 200 ml} => {L'Oréal Paris Elvital Bond Repair Shampoo 200 ml}",1.4415037767399e-05,1,1.4415037767399e-05,11562,2
"{ELEVEN Australia Smooth Me Now Anti-Frizz Shampoo 50 ml } => {ELEVEN Australia I Want Body Texture Spray 50 ml }",1.4415037767399e-05,1,1.4415037767399e-05,1083.9375,2
"{MAC Satin Lipstick 3 gr. - Paramount} => {Embryolisse Lait-Crème Concentré 75 ml}",1.4415037767399e-05,1,1.4415037767399e-05,441.859872611465,2
"{Kevin Murphy SMOOTH.AGAIN.WASH 40 ml} => {Kevin Murphy SMOOTH.AGAIN.RINSE 40 ml }",1.4415037767399e-05,1,1.4415037767399e-05,34686,2
"{Cantu Shea Butter Cleansing Cream Shampoo 400 ml} => {Cantu Shea Butter Hydrating Cream Conditioner 400 ml}",2.16225566510984e-05,1,2.16225566510984e-05,3749.83783783784,3
"{Lernberger Stafsing Conditioner Hydrating & Strengthening 250 ml} => {Lernberger Stafsing Shampoo Hydrating & Strengthening 250 ml}",2.16225566510984e-05,1,2.16225566510984e-05,17343,3
"{Beauté Pacifique Nourishing Shampoo 200 ml} => {Beauté Pacifique Extended Performance Conditioner 200 ml}",1.4415037767399e-05,1,1.4415037767399e-05,34686,2
"{Lernberger Stafsing Conditioner Repairing & Protecting 250 ml} => {Lernberger Stafsing Shampoo Repairing & Protecting 250 ml}",2.16225566510984e-05,1,2.16225566510984e-05,34686,3
"{TAN-LUXE The Body Illuminating Self-Tan Drops 50 ml - Medium/Dark} => {TAN-LUXE The Face Anti-Age Rejuvenating Self-Tan Drops 30 ml - Medium/Dark}",1.4415037767399e-05,1,1.4415037767399e-05,69372,2
"{TAN-LUXE The Face Anti-Age Rejuvenating Self-Tan Drops 30 ml - Medium/Dark} => {TAN-LUXE The Body Illuminating Self-Tan Drops 50 ml - Medium/Dark}",1.4415037767399e-05,1,1.4415037767399e-05,69372,2
"{Miss NELLA Canvas Makeup Bag } => {Miss NELLA Brush Set}",1.4415037767399e-05,1,1.4415037767399e-05,9910.28571428571,2
"{Fudge Luminizer Weightless Conditioner 1000 ml} => {Fudge Clean Blonde Damage Rewind Toning Shampoo 1000 ml}",1.4415037767399e-05,1,1.4415037767399e-05,8671.5,2
"{L'Oréal Paris Elvital Anti-Breakage Conditioner 300 ml} => {L'Oréal Paris Elvital Anti-Breakage Shampoo 400 ml}",1.4415037767399e-05,1,1.4415037767399e-05,34686,2
"{Fudge Cool Brunette Blue-Toning Conditioner 250 ml} => {Fudge Cool Brunette Blue-Toning Shampoo 250 ml}",2.88300755347979e-05,1,2.88300755347979e-05,5781,4
"{Pudderdåserne Lip Balm SPF30 - 12 ml} => {Pudderdåserne All In One Protection SPF 30 - 50 ml}",1.4415037767399e-05,1,1.4415037767399e-05,3854,2
"{Pudderdåserne Lip Balm SPF30 - 12 ml} => {Pudderdåserne Anti-Age Facial Cream 50 ml}",1.4415037767399e-05,1,1.4415037767399e-05,783.864406779661,2
"{Pudderdåserne Lip Balm SPF30 - 12 ml} => {Pudderdåserne Niacinamid 10% 50 ml}",1.4415037767399e-05,1,1.4415037767399e-05,700.727272727273,2
"{ACO Dry Scalp Conditioner 200 ml} => {ACO Dry Scalp Moisturizing Shampoo 200 ml}",2.16225566510984e-05,1,2.16225566510984e-05,12613.0909090909,3
"{Waterclouds Moist Shampoo 250 ml} => {Waterclouds Moist Conditioner 250 ml}",2.88300755347979e-05,1,2.88300755347979e-05,13874.4,4
"{Paul Mitchell Color Care Color Protect Treatment 150 ml} => {Paul Mitchell Color Care Color Protect Conditioner 300 ml}",2.16225566510984e-05,1,2.16225566510984e-05,11562,3
"{Sebastian Trilliance Conditioner 250 ml} => {Sebastian Trilliance Shampoo 250 ml}",2.88300755347979e-05,0.8,3.60375944184974e-05,8538.09230769231,4
"{Estée Lauder Double Wear Stay-In-Place Foundation SPF10 30 ml - 2C1 Pure Beige} => {MAC Fix+ Primer And Face Spray 100 ml - Original}",1.4415037767399e-05,1,1.4415037767399e-05,697.206030150754,2
"{Matrix Brass Off Conditioner 300ml} => {Matrix Brass Off Shampoo 300 ml}",2.16225566510984e-05,1,2.16225566510984e-05,7708,3
"{Australian Bodycare Pre-Aging Serum 30 ml} => {Australian Bodycare Face Tonic 150 ml}",2.16225566510984e-05,1,2.16225566510984e-05,1059.11450381679,3
"{Gillian Jones Urban Travel Makeup Bag - Quilted Heart 10065} => {Gillian Jones Urban Makeup Bag - Quilted Heart 10063}",2.16225566510984e-05,1,2.16225566510984e-05,13874.4,3
"{NYX Prof. Makeup Face & Body Glitter Brillants 2,5 gr. - Gold} => {NYX Prof. Makeup Glitter Primer 10 ml}",1.4415037767399e-05,1,1.4415037767399e-05,23124,2
"{Australian Bodycare Intimate Care Starter Kit 2 Products} => {Australian Bodycare Intim Glide 100 ml }",1.4415037767399e-05,1,1.4415037767399e-05,2952,2
"{Nanobrow Microblading Pen 1 ml - Espresso} => {Nanolash Eyelash Serum 3 ml}",2.16225566510984e-05,1,2.16225566510984e-05,73.957356076759,3
"{Active By Charlotte Cool Down After Sun Or Exercise 150 ml} => {Active By Charlotte I'M Hot Sun Spray SPF 30 150 ml }",2.16225566510984e-05,1,2.16225566510984e-05,27748.8,3
"{Urtekram Blown Away Intense Moisture Shampoo Wild Lemongrass 250 ml } => {Urtekram Blown Away Intense Moisture Conditioner Wild Lemongrass 180 ml}",2.16225566510984e-05,1,2.16225566510984e-05,15416,3
"{Hismile SmileStika Fun Pack - 20 pcs} => {Hismile SmileStika Fruit Pack - 20 pcs}",1.4415037767399e-05,1,1.4415037767399e-05,69372,2
"{Hismile SmileStika Fruit Pack - 20 pcs} => {Hismile SmileStika Fun Pack - 20 pcs}",1.4415037767399e-05,1,1.4415037767399e-05,69372,2
"{Zenz Therapy Nourishing Conditioner Rosehip 300 ml} => {Zenz Therapy Nourishing Shampoo Rosehip 300 ml}",2.88300755347979e-05,1,2.88300755347979e-05,23124,4
"{The Every Caring Masque 200 ml} => {The Every Caring Shampoo 250 ml}",2.16225566510984e-05,1,2.16225566510984e-05,6032.34782608696,3
"{Sanzi Beauty Moisturizing Day Cream SPF 50 - 50 ml} => {Sanzi Beauty Mascara Volume & Curl 6 ml - Black (GWP)}",2.16225566510984e-05,1,2.16225566510984e-05,1206.46956521739,3
"{Balmain Care Couleurs Couture Shampoo 300 ml} => {Balmain Care Couleurs Couture Conditioner 300 ml}",1.4415037767399e-05,1,1.4415037767399e-05,34686,2
"{Beauté Pacifique Pump 200 ml} => {Beauté Pacifique Mask Trio (GWP)}",2.88300755347979e-05,1,2.88300755347979e-05,1460.46315789474,4
"{HH Simonsen The Turn Brush Size L} => {HH Simonsen The Turn Brush Size M}",1.4415037767399e-05,1,1.4415037767399e-05,46248,2
"{Jorgobé Self-Tan Antioxidant Drops 30 ml} => {Jorgobé AHA Glycolic Peeling Gel 65 ml (GWP)}",2.16225566510984e-05,1,2.16225566510984e-05,4335.75,3
"{Davines NaturalTech Renewing Shampoo 250 ml} => {Davines NaturalTech Renewing Conditioning Treatment 250 ml}",2.88300755347979e-05,0.8,3.60375944184974e-05,15856.4571428571,4
"{RIMMEL Kind & Free Multi Stick 5 gr. - 005 Berry Sweet} => {RIMMEL Kind & Free Multi Stick 5 gr. - 003 pink heat}",1.4415037767399e-05,1,1.4415037767399e-05,19820.5714285714,2
"{By Stær KATE Scrunchie - Leo Rose} => {By Stær KATE Scrunchie - Leo Green}",1.4415037767399e-05,1,1.4415037767399e-05,46248,2
"{Biotherm Life Plankton Multi-Corrective Body Oil 125 ml} => {Biotherm Blue Peptides Uplift Night Cream 50 ml}",1.4415037767399e-05,1,1.4415037767399e-05,6306.54545454545,2
"{Tweezerman Mini Cuticle Nipper } => {Tweezerman Mini Cuticle Pushy & Cleaner (GWP)}",2.16225566510984e-05,1,2.16225566510984e-05,1387.44,3
"{amika: Hydro Rush Intense Moisture Shampoo 500 ml} => {amika: Hydro Rush Intense Moisture Conditioner 500 ml}",2.88300755347979e-05,1,2.88300755347979e-05,27748.8,4
"{amika: Hydro Rush Intense Moisture Conditioner 500 ml} => {amika: Hydro Rush Intense Moisture Shampoo 500 ml}",2.88300755347979e-05,0.8,3.60375944184974e-05,27748.8,4
"{Matrix High Amplify Conditioner 300 ml} => {Matrix High Amplify Shampoo 300 ml}",3.60375944184974e-05,1,3.60375944184974e-05,9249.6,5
"{GOSH Anything For Her Deo Spray 150 ml} => {GOSH Everything For Her Deo Spray 150 ml}",1.4415037767399e-05,1,1.4415037767399e-05,34686,2
"{GOSH Anything For Her Deo Spray 150 ml} => {GOSH Something For Her Deo Spray 150 ml}",1.4415037767399e-05,1,1.4415037767399e-05,15416,2
"{Schwarzkopf BC Volume Boost Jelly Conditioner 200 ml} => {Schwarzkopf BC Volume Boost Shampoo 250 ml}",2.88300755347979e-05,0.8,3.60375944184974e-05,15856.4571428571,4
"{Living Proof Color Care Whipped Glaze Blonde 145 ml} => {ESEA Protective Hair Booster 30 ml }",1.4415037767399e-05,1,1.4415037767399e-05,19.9402127048002,2
"{Tree Hut Whipped Body Butter Moroccan Rose 240 gr.} => {Tree Hut Shea Sugar Scrub Moroccan Rose 510 gr.}",2.88300755347979e-05,0.8,3.60375944184974e-05,3083.2,4
"{Sibel Ser'Epil Wax Heater} => {Sibel Roll-On Green 100 ml - Sensitive Skin}",2.16225566510984e-05,1,2.16225566510984e-05,2569.33333333333,3
"{Le Mini Macaron Le Gel Liner Gel Polish Liner 6 ml - Licorice} => {Le Mini Macaron After-Gel Nail Recovery 10 ml}",1.4415037767399e-05,1,1.4415037767399e-05,15416,2
