"rules","support","confidence","coverage","lift","count"
"{Miss NELLA,NICMA Styling} => {Color Hair-Spray}",1.4415037767399e-05,1,1.4415037767399e-05,758.16393442623,2
"{Miss NELLA,Tromborg} => {Martinelia}",1.4415037767399e-05,1,1.4415037767399e-05,221.635782747604,2
"{Pureology,TIGI} => {Biosilk}",2.16225566510984e-05,1,2.16225566510984e-05,174.960907944515,3
"{Pureology,Wella} => {Meraki}",1.4415037767399e-05,1,1.4415037767399e-05,23.2518853695324,2
"{Nivea,Pureology} => {Redken}",1.4415037767399e-05,1,1.4415037767399e-05,15.4074403109384,2
"{Head & Shoulders ,Intima} => {Garnier}",1.4415037767399e-05,1,1.4415037767399e-05,130.521166509878,2
"{Head & Shoulders ,Intima} => {Australian Bodycare}",1.4415037767399e-05,1,1.4415037767399e-05,32.4623303696771,2
"{Australian Bodycare,Head & Shoulders } => {Intima}",1.4415037767399e-05,1,1.4415037767399e-05,331.131264916468,2
"{Australian Bodycare,Head & Shoulders } => {Garnier}",1.4415037767399e-05,1,1.4415037767399e-05,130.521166509878,2
"{Head & Shoulders ,Revlon} => {Max Factor}",1.4415037767399e-05,1,1.4415037767399e-05,72.6028257456829,2
"{Head & Shoulders ,Revlon} => {L'Oreal Paris}",1.4415037767399e-05,1,1.4415037767399e-05,46.7623862487361,2
"{Beautyblender,Brushworks} => {The Ordinary}",1.4415037767399e-05,1,1.4415037767399e-05,98.4698367636622,2
"{Beautyblender,Brushworks} => {MAC Cosmetics}",1.4415037767399e-05,1,1.4415037767399e-05,65.0159325210872,2
"{Beautyblender,Brushworks} => {Maybelline}",1.4415037767399e-05,1,1.4415037767399e-05,57.6658354114713,2
"{Australian Bodycare,Beautyblender} => {Nilens Jord}",1.4415037767399e-05,1,1.4415037767399e-05,42.158614402917,2
"{Derma,Tampax} => {La Roche-Posay}",1.4415037767399e-05,1,1.4415037767399e-05,69.9314516129032,2
"{Jean Paul Gaultier,King C. Gillette} => {American Crew}",1.4415037767399e-05,1,1.4415037767399e-05,81.6141176470588,2
"{King C. Gillette,Makeup Revolution} => {American Crew}",1.4415037767399e-05,1,1.4415037767399e-05,81.6141176470588,2
"{King C. Gillette,Makeup Revolution} => {ESEA}",1.4415037767399e-05,1,1.4415037767399e-05,16.4955415527286,2
"{Gama Professional,Wet Brush } => {ghd}",1.4415037767399e-05,1,1.4415037767399e-05,62.2449528936743,2
"{Biosym,Natur Drogeriet} => {Urtekram}",1.4415037767399e-05,1,1.4415037767399e-05,194.319327731092,2
"{Biosym,Urtekram} => {Natur Drogeriet}",1.4415037767399e-05,1,1.4415037767399e-05,741.946524064171,2
"{Smith's Rosebud,Yuaia Haircare} => {Refectocil}",1.4415037767399e-05,1,1.4415037767399e-05,30.6684350132626,2
"{Clinique,Depot The Male Tools & Co} => {Meraki}",1.4415037767399e-05,1,1.4415037767399e-05,23.2518853695324,2
"{Invisibobble,Tanrevel} => {HH Simonsen}",1.4415037767399e-05,1,1.4415037767399e-05,52.3364768012071,2
"{Pyunkang Yul,Tanrevel} => {Anua}",1.4415037767399e-05,1,1.4415037767399e-05,48.6821052631579,2
"{Pyunkang Yul,Tanrevel} => {CeraVe}",1.4415037767399e-05,1,1.4415037767399e-05,51.4629080118694,2
"{Miqura,Tanrevel} => {Irina The Diva}",1.4415037767399e-05,1,1.4415037767399e-05,136.023529411765,2
"{Irina The Diva,Tanrevel} => {Miqura}",1.4415037767399e-05,1,1.4415037767399e-05,186.23355704698,2
"{By Stær,Tanrevel} => {HH Simonsen}",1.4415037767399e-05,1,1.4415037767399e-05,52.3364768012071,2
"{Tanrevel,Yuaia Haircare} => {HH Simonsen}",1.4415037767399e-05,1,1.4415037767399e-05,52.3364768012071,2
"{Alfons Åberg,House Doctor} => {Meraki}",1.4415037767399e-05,1,1.4415037767399e-05,23.2518853695324,2
"{House Doctor,Ole Henriksen} => {Parsa}",1.4415037767399e-05,1,1.4415037767399e-05,347.729323308271,2
"{Rønsbøl,Tan-Luxe} => {L'Oreal Paris}",1.4415037767399e-05,1,1.4415037767399e-05,46.7623862487361,2
"{L'Oreal Paris,Tan-Luxe} => {Rønsbøl}",1.4415037767399e-05,1,1.4415037767399e-05,53.8184639255237,2
"{Davines,Nioxin} => {HH Simonsen}",1.4415037767399e-05,1,1.4415037767399e-05,52.3364768012071,2
"{Astion Pharma,Masque Me Up} => {Australian Bodycare}",1.4415037767399e-05,1,1.4415037767399e-05,32.4623303696771,2
"{Jimmy Choo,Murad} => {Nilens Jord}",1.4415037767399e-05,1,1.4415037767399e-05,42.158614402917,2
"{Jimmy Choo,Nilens Jord} => {Murad}",1.4415037767399e-05,1,1.4415037767399e-05,872.603773584906,2
"{Biosilk,Jimmy Choo} => {GOSH Copenhagen}",1.4415037767399e-05,1,1.4415037767399e-05,61.5545696539485,2
"{GOSH Copenhagen,Jimmy Choo} => {Biosilk}",1.4415037767399e-05,1,1.4415037767399e-05,174.960907944515,2
"{Braun,ELEVEN Australia} => {Biotherm}",1.4415037767399e-05,1,1.4415037767399e-05,16.9055684172048,2
"{Kevin Murphy,Pikasol} => {Beauté Pacifique}",1.4415037767399e-05,1,1.4415037767399e-05,51.2727272727273,2
"{Lancôme,Pikasol} => {Biotherm}",1.4415037767399e-05,1,1.4415037767399e-05,16.9055684172048,2
"{Joico,L'Oreal Paris} => {TIGI}",1.4415037767399e-05,1,1.4415037767399e-05,36.2634605331939,2
"{Garnier,Hollister} => {Nivea}",1.4415037767399e-05,1,1.4415037767399e-05,89.4545454545455,2
"{Naturligolie,REN} => {Clarins}",1.4415037767399e-05,1,1.4415037767399e-05,28.4136801146836,2
"{Jack N' Jill,Rønsbøl} => {Meraki}",1.4415037767399e-05,1,1.4415037767399e-05,23.2518853695324,2
"{Øvrige Mærker,P20 Riemann} => {Sanzi Beauty}",1.4415037767399e-05,1,1.4415037767399e-05,83.530403371463,2
"{P20 Riemann,Sanzi Beauty} => {Øvrige Mærker}",1.4415037767399e-05,1,1.4415037767399e-05,91.1590013140604,2
"{Ole Henriksen,P20 Riemann} => {Nivea}",1.4415037767399e-05,1,1.4415037767399e-05,89.4545454545455,2
"{Meraki,P20 Riemann} => {Ecooking}",1.4415037767399e-05,1,1.4415037767399e-05,50.7290676416819,2
"{Biosilk,Perspirex} => {Meraki}",1.4415037767399e-05,1,1.4415037767399e-05,23.2518853695324,2
"{Lumene,Narciso Rodriguez} => {Anua}",1.4415037767399e-05,1,1.4415037767399e-05,48.6821052631579,2
"{Anua,Narciso Rodriguez} => {Lumene}",1.4415037767399e-05,1,1.4415037767399e-05,470.318644067797,2
"{Lumene,Narciso Rodriguez} => {Meraki}",1.4415037767399e-05,1,1.4415037767399e-05,23.2518853695324,2
"{Anua,Narciso Rodriguez} => {Meraki}",1.4415037767399e-05,1,1.4415037767399e-05,23.2518853695324,2
"{CeCe,CeraVe} => {ESEA}",1.4415037767399e-05,1,1.4415037767399e-05,16.4955415527286,2
"{epiic hair care,James Read} => {L'Oreal Paris}",1.4415037767399e-05,1,1.4415037767399e-05,46.7623862487361,2
"{James Read,Origins} => {Vita Liberata}",1.4415037767399e-05,1,1.4415037767399e-05,318.951724137931,2
"{James Read,M2 Beauté} => {Clinique}",1.4415037767399e-05,1,1.4415037767399e-05,20.3825473776994,2
"{James Read,Refectocil} => {Biotherm}",1.4415037767399e-05,1,1.4415037767399e-05,16.9055684172048,2
"{Decléor,Wella} => {Davines}",1.4415037767399e-05,1,1.4415037767399e-05,88.7109974424552,2
"{Copenhagen Grooming,Le Mini Macaron} => {Redken}",1.4415037767399e-05,1,1.4415037767399e-05,15.4074403109384,2
"{Copenhagen Grooming,Le Mini Macaron} => {Kérastase}",1.4415037767399e-05,1,1.4415037767399e-05,12.2026385224274,2
"{Copenhagen Grooming,Essie} => {GOSH Copenhagen}",1.4415037767399e-05,1,1.4415037767399e-05,61.5545696539485,2
"{Copenhagen Grooming,Elizabeth Arden} => {NYX Professional Makeup}",1.4415037767399e-05,1,1.4415037767399e-05,90.0935064935065,2
"{Copenhagen Grooming,NYX Professional Makeup} => {Elizabeth Arden}",1.4415037767399e-05,1,1.4415037767399e-05,82.4385026737968,2
"{Copenhagen Grooming,Pudderdåserne} => {La Roche-Posay}",1.4415037767399e-05,1,1.4415037767399e-05,69.9314516129032,2
"{Copenhagen Grooming,MAC Cosmetics} => {Kevin Murphy}",1.4415037767399e-05,1,1.4415037767399e-05,29.6651699807569,2
"{Copenhagen Grooming,Maybelline} => {Australian Bodycare}",1.4415037767399e-05,1,1.4415037767399e-05,32.4623303696771,2
"{Clean,Hevi Sugaring} => {Meraki}",1.4415037767399e-05,1,1.4415037767399e-05,23.2518853695324,2
"{Cosmobell Kids,Kevin Murphy} => {Clinique}",1.4415037767399e-05,1,1.4415037767399e-05,20.3825473776994,2
"{Mielle,SKANDINAVISK} => {NYX Professional Makeup}",1.4415037767399e-05,1,1.4415037767399e-05,90.0935064935065,2
"{Beauté Pacifique,SKANDINAVISK} => {Olaplex}",1.4415037767399e-05,1,1.4415037767399e-05,37.0675928399679,2
"{Olaplex,Rude Cosmetics} => {MAC Cosmetics}",1.4415037767399e-05,1,1.4415037767399e-05,65.0159325210872,2
"{La Roche-Posay,MÁDARA} => {Kérastase}",1.4415037767399e-05,1,1.4415037767399e-05,12.2026385224274,2
"{Löwengrip,Tromborg} => {Meraki}",1.4415037767399e-05,1,1.4415037767399e-05,23.2518853695324,2
"{Löwengrip,Max Factor} => {Meraki}",1.4415037767399e-05,1,1.4415037767399e-05,23.2518853695324,2
"{Active By Charlotte,Lancaster} => {Biotherm}",1.4415037767399e-05,1,1.4415037767399e-05,16.9055684172048,2
"{Lancaster,VitaYummy} => {Nivea}",1.4415037767399e-05,1,1.4415037767399e-05,89.4545454545455,2
"{Lancaster,TIGI} => {Elizabeth Arden}",1.4415037767399e-05,1,1.4415037767399e-05,82.4385026737968,2
"{Sebastian,ShaveSafe} => {Redken}",1.4415037767399e-05,1,1.4415037767399e-05,15.4074403109384,2
"{COSRX,ShaveSafe} => {Biotherm}",2.16225566510984e-05,1,2.16225566510984e-05,16.9055684172048,3
"{Cutex,Labello} => {Nivea}",1.4415037767399e-05,1,1.4415037767399e-05,89.4545454545455,2
"{Cutex,Parsa} => {Batiste}",1.4415037767399e-05,1,1.4415037767399e-05,147.286624203822,2
"{COSRX,Cutex} => {La Roche-Posay}",1.4415037767399e-05,1,1.4415037767399e-05,69.9314516129032,2
"{Active By Charlotte,Essie} => {Rønsbøl}",1.4415037767399e-05,1,1.4415037767399e-05,53.8184639255237,2
"{Active By Charlotte,BaByliss} => {Clinique}",1.4415037767399e-05,1,1.4415037767399e-05,20.3825473776994,2
"{Batiste,Maui Moisture } => {Yuaia Haircare}",1.4415037767399e-05,1,1.4415037767399e-05,76.4429752066116,2
"{Chloe,Elizabeth Arden} => {CeraVe}",1.4415037767399e-05,1,1.4415037767399e-05,51.4629080118694,2
"{NYX Professional Makeup,Serenity Blends} => {Meraki}",1.4415037767399e-05,1,1.4415037767399e-05,23.2518853695324,2
"{Bioderma,Veet} => {CeraVe}",1.4415037767399e-05,1,1.4415037767399e-05,51.4629080118694,2
"{HH Simonsen,Veet} => {CeraVe}",1.4415037767399e-05,1,1.4415037767399e-05,51.4629080118694,2
"{Flawless,Max Factor} => {Meraki}",2.16225566510984e-05,1,2.16225566510984e-05,23.2518853695324,3
"{Gordon,Tree Hut} => {b.tan}",1.4415037767399e-05,1,1.4415037767399e-05,175.625316455696,2
"{b.tan,Gordon} => {Tree Hut}",1.4415037767399e-05,1,1.4415037767399e-05,937.45945945946,2
"{By Stær,Gordon} => {Biotherm}",1.4415037767399e-05,1,1.4415037767399e-05,16.9055684172048,2
"{Badeanstalten,Fan Palm} => {Herôme}",1.4415037767399e-05,1,1.4415037767399e-05,199.344827586207,2
"{Brushworks,Fan Palm} => {Herôme}",1.4415037767399e-05,1,1.4415037767399e-05,199.344827586207,2
"{Carolina Herrera,L'Oreal Paris} => {Bobbi Brown}",2.16225566510984e-05,1,2.16225566510984e-05,525.545454545455,3
"{Carolina Herrera,Versace} => {Rabanne}",1.4415037767399e-05,1,1.4415037767399e-05,121.173799126638,2
"{Carolina Herrera,Gillian Jones} => {BaByliss}",1.4415037767399e-05,1,1.4415037767399e-05,137.916500994036,2
"{Cillouettes,Invisibobble} => {HH Simonsen}",1.4415037767399e-05,1,1.4415037767399e-05,52.3364768012071,2
"{Cillouettes,Nanoil} => {Kérastase}",1.4415037767399e-05,1,1.4415037767399e-05,12.2026385224274,2
"{Cillouettes,NICMA Styling} => {By Stær}",2.16225566510984e-05,1,2.16225566510984e-05,121.492119089317,3
"{Cillouettes,ELEVEN Australia} => {HH Simonsen}",1.4415037767399e-05,1,1.4415037767399e-05,52.3364768012071,2
"{Elizabeth Arden,Murad} => {Nilens Jord}",1.4415037767399e-05,1,1.4415037767399e-05,42.158614402917,2
"{CND,Jorgobé} => {Beauté Pacifique}",1.4415037767399e-05,1,1.4415037767399e-05,51.2727272727273,2
"{Bondi Sands,NYX Professional Makeup} => {RIMMEL}",1.4415037767399e-05,1,1.4415037767399e-05,345.995012468828,2
"{Bondi Sands,So Eco } => {Australian Bodycare}",1.4415037767399e-05,1,1.4415037767399e-05,32.4623303696771,2
"{Bondi Sands,Origins} => {b.tan}",1.4415037767399e-05,1,1.4415037767399e-05,175.625316455696,2
"{Bondi Sands,ghd} => {Refectocil}",1.4415037767399e-05,1,1.4415037767399e-05,30.6684350132626,2
"{Real Techniques,Sun Spa} => {L'Oreal Paris}",1.4415037767399e-05,1,1.4415037767399e-05,46.7623862487361,2
"{Irina The Diva,Sun Spa} => {GOSH Copenhagen}",2.16225566510984e-05,1,2.16225566510984e-05,61.5545696539485,3
"{Beauty of Joseon,Sun Spa} => {Anua}",1.4415037767399e-05,1,1.4415037767399e-05,48.6821052631579,2
"{Anua,Sun Spa} => {Beauty of Joseon}",1.4415037767399e-05,1,1.4415037767399e-05,69.2680978532202,2
"{Grande Cosmetics,Tweezerman} => {Lancôme}",1.4415037767399e-05,1,1.4415037767399e-05,39.0938292476754,2
"{Grande Cosmetics,Tweezerman} => {L'Oreal Paris}",1.4415037767399e-05,1,1.4415037767399e-05,46.7623862487361,2
"{Grande Cosmetics,Smashbox} => {Olaplex}",1.4415037767399e-05,1,1.4415037767399e-05,37.0675928399679,2
"{By Stær,Evolve Organic Beauty} => {Meraki}",1.4415037767399e-05,1,1.4415037767399e-05,23.2518853695324,2
"{By Stær,Evolve Organic Beauty} => {Kérastase}",1.4415037767399e-05,1,1.4415037767399e-05,12.2026385224274,2
"{Burt's Bees,Labello} => {Nivea}",1.4415037767399e-05,1,1.4415037767399e-05,89.4545454545455,2
"{Burt's Bees,Eco Styler} => {Maybelline}",1.4415037767399e-05,1,1.4415037767399e-05,57.6658354114713,2
"{CeraVe,Peter Thomas Roth} => {ESEA}",1.4415037767399e-05,1,1.4415037767399e-05,16.4955415527286,2
"{Kevin Murphy,Peter Thomas Roth} => {Nilens Jord}",1.4415037767399e-05,1,1.4415037767399e-05,42.158614402917,2
"{Kevin Murphy,Peter Thomas Roth} => {Clinique}",1.4415037767399e-05,1,1.4415037767399e-05,20.3825473776994,2
"{Gillette,Invisibobble} => {By Stær}",1.4415037767399e-05,1,1.4415037767399e-05,121.492119089317,2
"{Gillette,Invisibobble} => {Clarins}",1.4415037767399e-05,1,1.4415037767399e-05,28.4136801146836,2
"{Invisibobble,Refectocil} => {Blax}",1.4415037767399e-05,1,1.4415037767399e-05,257.410018552876,2
"{Batiste,Invisibobble} => {By Stær}",1.4415037767399e-05,1,1.4415037767399e-05,121.492119089317,2
"{Invisibobble,NYX Professional Makeup} => {By Stær}",1.4415037767399e-05,1,1.4415037767399e-05,121.492119089317,2
"{Abercrombie & Fitch,Øvrige Mærker} => {Rønsbøl}",1.4415037767399e-05,1,1.4415037767399e-05,53.8184639255237,2
"{Color Hair-Spray,Hairdressing Tools} => {IdHAIR}",1.4415037767399e-05,1,1.4415037767399e-05,47.5802469135802,2
"{Beauty of Joseon,Hairdressing Tools} => {So Eco }",1.4415037767399e-05,1,1.4415037767399e-05,321.911832946636,2
"{Hairdressing Tools,NYX Professional Makeup} => {GOSH Copenhagen}",1.4415037767399e-05,1,1.4415037767399e-05,61.5545696539485,2
"{Hairdressing Tools,NYX Professional Makeup} => {L'Oreal Paris}",1.4415037767399e-05,1,1.4415037767399e-05,46.7623862487361,2
"{NYX Professional Makeup,Prada} => {Olaplex}",1.4415037767399e-05,1,1.4415037767399e-05,37.0675928399679,2
"{ILIA,NUXE} => {NYX Professional Makeup}",1.4415037767399e-05,1,1.4415037767399e-05,90.0935064935065,2
"{ILIA,Makeup Revolution} => {Brushworks}",1.4415037767399e-05,1,1.4415037767399e-05,213.124423963134,2
"{Burberry,Raz Skincare} => {KRAES}",1.4415037767399e-05,1,1.4415037767399e-05,245.13074204947,2
"{Burberry,KRAES} => {Raz Skincare}",1.4415037767399e-05,1,1.4415037767399e-05,328.777251184834,2
"{Hanne Bang,Scholl} => {Elizabeth Arden}",1.4415037767399e-05,1,1.4415037767399e-05,82.4385026737968,2
"{MAC Cosmetics,Scholl} => {Nilens Jord}",2.16225566510984e-05,1,2.16225566510984e-05,42.158614402917,3
"{Goldwell,System 4} => {Clarins}",1.4415037767399e-05,1,1.4415037767399e-05,28.4136801146836,2
"{L'Occitane,Pyunkang Yul} => {Batiste}",1.4415037767399e-05,1,1.4415037767399e-05,147.286624203822,2
"{Batiste,L'Occitane} => {Pyunkang Yul}",1.4415037767399e-05,1,1.4415037767399e-05,585.417721518987,2
"{L'Occitane,Pyunkang Yul} => {Neccin}",1.4415037767399e-05,1,1.4415037767399e-05,60.5604539502401,2
"{L'Occitane,Neccin} => {Pyunkang Yul}",1.4415037767399e-05,1,1.4415037767399e-05,585.417721518987,2
"{L'Occitane,Pyunkang Yul} => {Beauty of Joseon}",1.4415037767399e-05,1,1.4415037767399e-05,69.2680978532202,2
"{Batiste,L'Occitane} => {Neccin}",1.4415037767399e-05,1,1.4415037767399e-05,60.5604539502401,2
"{L'Occitane,Neccin} => {Batiste}",1.4415037767399e-05,1,1.4415037767399e-05,147.286624203822,2
"{Batiste,L'Occitane} => {Beauty of Joseon}",1.4415037767399e-05,1,1.4415037767399e-05,69.2680978532202,2
"{L'Occitane,Neccin} => {Beauty of Joseon}",1.4415037767399e-05,1,1.4415037767399e-05,69.2680978532202,2
"{L'Occitane,Rønsbøl} => {Biotherm}",1.4415037767399e-05,1,1.4415037767399e-05,16.9055684172048,2
"{Goldwell,Tree Hut} => {Elizabeth Arden}",1.4415037767399e-05,1,1.4415037767399e-05,82.4385026737968,2
"{Lille Kanin,REF.} => {Clinique}",1.4415037767399e-05,1,1.4415037767399e-05,20.3825473776994,2
"{Gillette,Lille Kanin} => {Biotherm}",1.4415037767399e-05,1,1.4415037767399e-05,16.9055684172048,2
"{Hugo Boss,Lille Kanin} => {Australian Bodycare}",1.4415037767399e-05,1,1.4415037767399e-05,32.4623303696771,2
"{Lille Kanin,Raunsborg} => {Pudderdåserne}",1.4415037767399e-05,1,1.4415037767399e-05,60.7992988606486,2
"{Lille Kanin,Origins} => {Biotherm}",1.4415037767399e-05,1,1.4415037767399e-05,16.9055684172048,2
"{A-Derma,Raz Skincare} => {Meraki}",1.4415037767399e-05,1,1.4415037767399e-05,23.2518853695324,2
"{A-Derma,Biosilk} => {Nanolash}",1.4415037767399e-05,1,1.4415037767399e-05,56.8157248157248,2
"{A-Derma,Biosilk} => {Rønsbøl}",1.4415037767399e-05,1,1.4415037767399e-05,53.8184639255237,2
"{MATRIX,Urtekram} => {b.tan}",1.4415037767399e-05,1,1.4415037767399e-05,175.625316455696,2
"{Brushworks,MATRIX} => {Kevin Murphy}",1.4415037767399e-05,1,1.4415037767399e-05,29.6651699807569,2
"{MATRIX,Yuaia Haircare} => {Rønsbøl}",1.4415037767399e-05,1,1.4415037767399e-05,53.8184639255237,2
"{Bio-Oil,COSRX} => {Meraki}",1.4415037767399e-05,1,1.4415037767399e-05,23.2518853695324,2
"{Anua,Bio-Oil} => {CeraVe}",1.4415037767399e-05,1,1.4415037767399e-05,51.4629080118694,2
"{Anua,Bio-Oil} => {Meraki}",1.4415037767399e-05,1,1.4415037767399e-05,23.2518853695324,2
"{Aussie,Urtekram} => {Bioderma}",1.4415037767399e-05,1,1.4415037767399e-05,141.720122574055,2
"{Aussie,Bioderma} => {Urtekram}",1.4415037767399e-05,1,1.4415037767399e-05,194.319327731092,2
"{Makeup Revolution,Mums With Love} => {Masque Me Up}",1.4415037767399e-05,1,1.4415037767399e-05,72.7551127425275,2
"{Mums With Love,Xlash} => {Rønsbøl}",1.4415037767399e-05,1,1.4415037767399e-05,53.8184639255237,2
"{Mums With Love,Xlash} => {Nilens Jord}",1.4415037767399e-05,1,1.4415037767399e-05,42.158614402917,2
"{American Crew,Mums With Love} => {Ecooking}",1.4415037767399e-05,1,1.4415037767399e-05,50.7290676416819,2
"{Mums With Love,Revlon} => {Ecooking}",1.4415037767399e-05,1,1.4415037767399e-05,50.7290676416819,2
"{DermaKnowlogy,Labello} => {Meraki}",1.4415037767399e-05,1,1.4415037767399e-05,23.2518853695324,2
"{Color Hair-Spray,Sandstone} => {IdHAIR}",1.4415037767399e-05,1,1.4415037767399e-05,47.5802469135802,2
"{SKIN1004,Smashbox} => {Anua}",1.4415037767399e-05,1,1.4415037767399e-05,48.6821052631579,2
"{Color WOW,SKIN1004} => {Kérastase}",1.4415037767399e-05,1,1.4415037767399e-05,12.2026385224274,2
"{SKIN1004,VitaYummy} => {COSRX}",1.4415037767399e-05,1,1.4415037767399e-05,83.4801444043321,2
"{SKIN1004,The Ordinary} => {Beauty of Joseon}",1.4415037767399e-05,1,1.4415037767399e-05,69.2680978532202,2
"{L'Oreal Paris,SKIN1004} => {COSRX}",2.16225566510984e-05,1,2.16225566510984e-05,83.4801444043321,3
"{Meraki,SKIN1004} => {Anua}",3.60375944184974e-05,0.833333333333333,4.32451133021969e-05,40.5684210526316,5
"{CND,NUXE} => {Moroccanoil}",1.4415037767399e-05,1,1.4415037767399e-05,30.9903953540317,2
"{Jane Iredale,NUXE} => {Biotherm}",1.4415037767399e-05,1,1.4415037767399e-05,16.9055684172048,2
"{GOSH Copenhagen,NUXE} => {Clinique}",1.4415037767399e-05,1,1.4415037767399e-05,20.3825473776994,2
"{IDUN Minerals ,KENNY ANKER} => {Yves Saint Laurent}",1.4415037767399e-05,1,1.4415037767399e-05,69.1645064805583,2
"{IDUN Minerals ,Pudderdåserne} => {GOSH Copenhagen}",1.4415037767399e-05,1,1.4415037767399e-05,61.5545696539485,2
"{Pharmaceris,Weleda} => {Clarins}",1.4415037767399e-05,1,1.4415037767399e-05,28.4136801146836,2
"{Pharmaceris,Schwarzkopf} => {IdHAIR}",1.4415037767399e-05,1,1.4415037767399e-05,47.5802469135802,2
"{Nivea,Pharmaceris} => {Garnier}",1.4415037767399e-05,1,1.4415037767399e-05,130.521166509878,2
"{COSRX,Pharmaceris} => {Maybelline}",1.4415037767399e-05,1,1.4415037767399e-05,57.6658354114713,2
"{Max Factor,Pharmaceris} => {Wella}",2.16225566510984e-05,1,2.16225566510984e-05,66.2895365504061,3
"{Alfons Åberg,Nilens Jord} => {By Stær}",1.4415037767399e-05,1,1.4415037767399e-05,121.492119089317,2
"{Bare Minerals,Clear Start by Dermalogica} => {Clinique}",1.4415037767399e-05,1,1.4415037767399e-05,20.3825473776994,2
"{Beauty of Joseon,Natur Drogeriet} => {Livol}",1.4415037767399e-05,1,1.4415037767399e-05,350.363636363636,2
"{KRAES,Natur Drogeriet} => {Wet Brush }",1.4415037767399e-05,1,1.4415037767399e-05,104.712452830189,2
"{Natur Drogeriet,The Ordinary} => {Redken}",1.4415037767399e-05,1,1.4415037767399e-05,15.4074403109384,2
"{Eco Styler,Hickap} => {Maybelline}",1.4415037767399e-05,1,1.4415037767399e-05,57.6658354114713,2
"{5 Days DEO,Hickap} => {Biotherm}",1.4415037767399e-05,1,1.4415037767399e-05,16.9055684172048,2
"{Hickap,Nanoil} => {Embryolisse}",1.4415037767399e-05,1,1.4415037767399e-05,263.771863117871,2
"{Hickap,Nanoil} => {Mielle}",1.4415037767399e-05,1,1.4415037767399e-05,81.5661375661376,2
"{Hickap,Nanoil} => {Moroccanoil}",1.4415037767399e-05,1,1.4415037767399e-05,30.9903953540317,2
"{Hickap,Makeup Revolution} => {NYX Professional Makeup}",2.16225566510984e-05,1,2.16225566510984e-05,90.0935064935065,3
"{Hickap,Irina The Diva} => {Beauty of Joseon}",1.4415037767399e-05,1,1.4415037767399e-05,69.2680978532202,2
"{Eco Styler,Lumene} => {Laneige}",1.4415037767399e-05,1,1.4415037767399e-05,686.851485148515,2
"{Laneige,Lumene} => {Smashbox}",2.16225566510984e-05,1,2.16225566510984e-05,257.410018552876,3
"{Sibel,Tweezerman} => {NICMA Styling}",1.4415037767399e-05,1,1.4415037767399e-05,101.051711580481,2
"{HH Simonsen,LongoVital} => {Livol}",1.4415037767399e-05,1,1.4415037767399e-05,350.363636363636,2
"{KRAES,LongoVital} => {Australian Bodycare}",1.4415037767399e-05,1,1.4415037767399e-05,32.4623303696771,2
"{COSRX,LongoVital} => {Australian Bodycare}",1.4415037767399e-05,1,1.4415037767399e-05,32.4623303696771,2
"{CeraVe,New Nordic} => {La Roche-Posay}",1.4415037767399e-05,1,1.4415037767399e-05,69.9314516129032,2
"{Innersense,Valentino} => {Maybelline}",1.4415037767399e-05,1,1.4415037767399e-05,57.6658354114713,2
